Batch Size,Epochs,Dropout,LR,LSTM1,LSTM2,Dense,Optimizer,Precision,Recall,F1-Score,Test Accuracy
64,70,0.35,0.0005,256,64,32,rmsprop,0.5271066211330343,0.5322847682119205,0.5258176107079534,0.5322847962379456
64,70,0.35,0.0005,256,64,64,adam,0.5271703556284449,0.5206953642384106,0.520264051001949,0.5206953883171082
64,70,0.35,0.0005,256,64,64,rmsprop,0.5258343499477169,0.5314569536423841,0.5240620191986086,0.5314569473266602
64,70,0.35,0.0005,256,128,32,adam,0.5052116712953072,0.48013245033112584,0.4324942115221829,0.48013246059417725
64,70,0.35,0.0005,256,128,32,rmsprop,0.5310185595398381,0.5322847682119205,0.5314595270056292,0.5322847962379456
64,70,0.35,0.0005,256,128,64,adam,0.5191564069514201,0.49337748344370863,0.4599698776504567,0.4933774769306183
64,70,0.35,0.0005,256,128,64,rmsprop,0.5303863296261462,0.5322847682119205,0.5308904982351886,0.5322847962379456
64,70,0.4,0.0001,128,64,32,adam,0.5359773543105594,0.5380794701986755,0.5364403643045036,0.5380794405937195
64,70,0.4,0.0001,128,64,32,rmsprop,0.5383062771766672,0.543046357615894,0.5366315303302319,0.5430463552474976
64,70,0.4,0.0001,128,64,64,adam,0.5155302948035692,0.5091059602649006,0.5085861446250235,0.5091059803962708
64,70,0.4,0.0001,128,64,64,rmsprop,0.5476209334559176,0.5422185430463576,0.54234873371741,0.5422185659408569
64,70,0.4,0.0001,128,128,32,adam,0.5194498876349462,0.5190397350993378,0.5192274572078477,0.5190397500991821
64,70,0.4,0.0001,128,128,32,rmsprop,0.5403431869023576,0.543046357615894,0.5406115577202639,0.5430463552474976
64,70,0.4,0.0001,128,128,64,adam,0.5343221167239026,0.5347682119205298,0.5345218076544331,0.5347682237625122
64,70,0.4,0.0001,128,128,64,rmsprop,0.5451017735353506,0.5463576158940397,0.5455147501505118,0.5463576316833496
64,70,0.4,0.0001,256,64,32,adam,0.537159836157914,0.5389072847682119,0.5376328047053024,0.5389072895050049
64,70,0.4,0.0001,256,64,32,rmsprop,0.5219206133529324,0.5273178807947019,0.5207820455119316,0.5273178815841675
64,70,0.4,0.0001,256,64,64,adam,0.5291741423248653,0.5322847682119205,0.5294631634421405,0.5322847962379456
64,70,0.4,0.0001,256,64,64,rmsprop,0.5436170479630745,0.5463576158940397,0.5438146190351462,0.5463576316833496
64,70,0.4,0.0001,256,128,32,adam,0.535911839976781,0.5397350993377483,0.5355725816080332,0.5397350788116455
64,70,0.4,0.0001,256,128,32,rmsprop,0.5368996875338777,0.5422185430463576,0.5342572247680712,0.5422185659408569
64,70,0.4,0.0001,256,128,64,adam,0.5358276063342889,0.5405629139072847,0.5344020922556565,0.5405629277229309
64,70,0.4,0.0001,256,128,64,rmsprop,0.5469805672620243,0.5496688741721855,0.5471444393341598,0.5496688485145569
64,70,0.4,0.0003,128,64,32,adam,0.5416147755547135,0.5413907284768212,0.5414968377361228,0.5413907170295715
64,70,0.4,0.0003,128,64,32,rmsprop,0.5163418204776851,0.5057947019867549,0.5016384707847771,0.5057947039604187
64,70,0.4,0.0003,128,64,64,adam,0.5437037767875661,0.5463576158940397,0.5439404594759142,0.5463576316833496
64,70,0.4,0.0003,128,64,64,rmsprop,0.5303133680093124,0.5264900662251656,0.5270133791917092,0.5264900922775269
64,70,0.4,0.0003,128,128,32,adam,0.5426121778744096,0.5422185430463576,0.5423972183062646,0.5422185659408569
64,70,0.4,0.0003,128,128,32,rmsprop,0.5330991926973224,0.5389072847682119,0.5299973137133409,0.5389072895050049
64,70,0.4,0.0003,128,128,64,adam,0.5281472212897121,0.5264900662251656,0.527036549952689,0.5264900922775269
64,70,0.4,0.0003,128,128,64,rmsprop,0.5230824549000938,0.5289735099337748,0.5212191468021643,0.5289735198020935
64,70,0.4,0.0003,256,64,32,adam,0.5255137887801733,0.5298013245033113,0.5252188758843417,0.5298013091087341
64,70,0.4,0.0003,256,64,32,rmsprop,0.5298145938635843,0.5314569536423841,0.5303093742602969,0.5314569473266602
64,70,0.4,0.0003,256,64,64,adam,0.5254902152015162,0.5256622516556292,0.5255730058096764,0.5256622433662415
64,70,0.4,0.0003,256,64,64,rmsprop,0.5179080193027392,0.5256622516556292,0.51372415130798,0.5256622433662415
64,70,0.4,0.0003,256,128,32,adam,0.5015352561026329,0.5182119205298014,0.4827317625788289,0.5182119011878967
64,70,0.4,0.0003,256,128,32,rmsprop,0.5323655193197768,0.5339403973509934,0.5328464795454226,0.5339403748512268
64,70,0.4,0.0003,256,128,64,adam,0.527123899174261,0.5314569536423841,0.5267219710352449,0.5314569473266602
64,70,0.4,0.0003,256,128,64,rmsprop,0.5265637315928662,0.5314569536423841,0.525650655115323,0.5314569473266602
64,70,0.4,0.0005,128,64,32,adam,0.5324702111004809,0.5339403973509934,0.5329396532035497,0.5339403748512268
64,70,0.4,0.0005,128,64,32,rmsprop,0.5475856219017752,0.5496688741721855,0.5479641672140112,0.5496688485145569
64,70,0.4,0.0005,128,64,64,adam,0.5299697038340823,0.5397350993377483,0.5048834500817124,0.5397350788116455
64,70,0.4,0.0005,128,64,64,rmsprop,0.5313417457514483,0.5322847682119205,0.5317082945161136,0.5322847962379456
64,70,0.4,0.0005,128,128,32,adam,0.5506464225037618,0.5538079470198676,0.5079028399210019,0.5538079738616943
64,70,0.4,0.0005,128,128,32,rmsprop,0.5267489983033434,0.5322847682119205,0.5250074342566319,0.5322847962379456
64,70,0.4,0.0005,128,128,64,adam,0.5332502511028934,0.5347682119205298,0.5337230711773039,0.5347682237625122
64,70,0.4,0.0005,128,128,64,rmsprop,0.5307347388144755,0.5355960264900662,0.5295596992112445,0.5355960130691528
64,70,0.4,0.0005,256,64,32,adam,0.5305950323501999,0.5322847682119205,0.531090803843937,0.5322847962379456
64,70,0.4,0.0005,256,64,32,rmsprop,0.5271557279821903,0.5289735099337748,0.527671572490695,0.5289735198020935
64,70,0.4,0.0005,256,64,64,adam,0.5740879502670487,0.5521523178807947,0.4503324168846838,0.5521523356437683
64,70,0.4,0.0005,256,64,64,rmsprop,0.5200010461767145,0.5182119205298014,0.5187877233035345,0.5182119011878967
64,70,0.4,0.0005,256,128,32,adam,0.5272184405600007,0.5314569536423841,0.5268906404058756,0.5314569473266602
64,70,0.4,0.0005,256,128,32,rmsprop,0.5209864574548845,0.5173841059602649,0.5179503036921315,0.5173841118812561
64,70,0.4,0.0005,256,128,64,adam,0.5211238416106605,0.5281456953642384,0.5176952497895139,0.5281456708908081
64,70,0.4,0.0005,256,128,64,rmsprop,0.5327967061693971,0.5380794701986755,0.5307890577965081,0.5380794405937195

